time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-18T21:47:36.810Z,19.1933326721191,-155.384674072266,30.7199993133545,2.11999989,md,41,163,,0.119999997,hv,hv72954997,2022-03-18T21:50:35.500Z,"9 km E of Pāhala, Hawaii",earthquake,0.62,1.01999998,0.439999998,21,automatic,hv,hv
2022-03-18T21:42:19.850Z,37.448,-118.8246667,2.02,0.66,md,15,142,0.1418,0.04,nc,nc73707411,2022-03-19T03:26:00.210Z,"18km SW of Toms Place, CA",earthquake,0.45,2.1,0.138,13,reviewed,nc,nc
2022-03-18T21:42:15.250Z,35.21833333,-97.802,7.63,1.27,ml,28,66,0.03689276038,0.81,ok,ok2022fkne,2022-03-21T16:27:56.082Z,"6 km WSW of Bridge Creek, Oklahoma",earthquake,,1.4,0.2,13,reviewed,ok,ok
2022-03-18T21:30:15.660Z,33.1933333,-116.003,7.93,2.83,ml,106,21,0.02899,0.22,ci,ci39971647,2022-03-19T01:59:39.711Z,"12km SSW of Salton City, CA",earthquake,0.12,0.39,0.186,30,reviewed,ci,ci
2022-03-18T21:26:17.390Z,37.4076667,-118.5251667,17.55,1.22,md,6,136,0.0623,0.03,nc,nc73707401,2022-03-19T06:00:13.190Z,"6km E of Round Valley, CA",earthquake,1.74,2.28,0.36,6,reviewed,nc,nc
2022-03-18T21:23:15.990Z,49.345166666666664,-120.48,-0.51,1.3900000000000001,ml,7,212,0.5595,0.33,uw,uw61814482,2022-03-18T23:38:48.410Z,"12 km S of Princeton, Canada",explosion,2.98,31.61,0.04575463499604315,2,reviewed,uw,uw
2022-03-18T21:13:35.930Z,38.8136673,-122.8258362,2.24,0.38,md,14,62,0.005457,0.02,nc,nc73707396,2022-03-18T21:35:42.966Z,"7km NW of The Geysers, CA",earthquake,0.29,0.64,0.32,2,automatic,nc,nc
2022-03-18T21:11:07.040Z,33.6245,-116.778,16.87,0.69,ml,23,93,0.03285,0.11,ci,ci39971623,2022-03-18T23:24:04.313Z,"12km NW of Anza, CA",earthquake,0.27,0.44,0.082,15,reviewed,ci,ci
2022-03-18T21:06:22.560Z,38.8224983,-122.8069992,2.68,0.84,md,16,58,0.002563,0.02,nc,nc73707391,2022-03-18T21:23:36.894Z,"7km NW of The Geysers, CA",earthquake,0.32,0.78,,1,automatic,nc,nc
2022-03-18T20:57:23.282Z,-24.0549,179.3253,532.44,4.5,mb,,112,5.741,0.7,us,us6000h5w2,2022-03-18T22:03:45.040Z,"south of the Fiji Islands",earthquake,6.4,9.5,0.108,28,reviewed,us,us
2022-03-18T20:52:50.211Z,61.5931,-151.7525,28.6,1.4,ml,,,,0.81,ak,ak0223joln8d,2022-03-18T21:12:34.854Z,"48 km SSW of Skwentna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-18T20:50:57.840Z,45.328,-121.69683333333333,1.13,-0.46,md,4,194,0.04716,0.01,uw,uw61814467,2022-03-18T23:34:42.310Z,"5 km ENE of Government Camp, Oregon",earthquake,0.4,0.31,0.11676445573829075,3,reviewed,uw,uw
2022-03-18T20:38:34.590Z,47.49066666666667,-121.70433333333334,17.02,1.37,ml,12,175,0.04714,0.1,uw,uw61814462,2022-03-18T23:27:50.600Z,"3 km ENE of Tanner, Washington",earthquake,0.71,0.38,0.2152087113980593,9,reviewed,uw,uw
2022-03-18T20:38:29.650Z,33.4913333,-116.757,6.58,0.37,ml,19,86,0.04186,0.1,ci,ci39971599,2022-03-18T20:54:42.591Z,"10km SW of Anza, CA",earthquake,0.23,0.39,0.101,4,reviewed,ci,ci
2022-03-18T20:32:25.610Z,38.805,-122.783,2.67,0.26,md,14,82,0.008443,0.02,nc,nc73707381,2022-03-18T20:57:27.843Z,"4km NW of The Geysers, CA",earthquake,0.39,0.34,0.263,3,reviewed,nc,nc
2022-03-18T20:29:07.290Z,33.7061667,-117.0863333,2.54,0.51,ml,14,127,0.06569,0.23,ci,ci39971591,2022-03-18T20:51:26.025Z,"0km WSW of Winchester, CA",earthquake,0.48,0.7,0.04,4,reviewed,ci,ci
2022-03-18T20:19:35.329Z,35.254,-97.82116667,5.93,1.42,ml,36,62,0.05578905228,0.37,ok,ok2022fkkm,2022-03-21T13:18:14.551Z,"4 km S of Tuttle, Oklahoma",earthquake,,0.8,0.24,14,reviewed,ok,ok
2022-03-18T20:09:45.500Z,38.8236656,-122.760498,2.41,0.85,md,9,210,0.01001,0.02,nc,nc73707376,2022-03-18T20:51:16.677Z,"3km W of Cobb, CA",earthquake,1.38,1.47,,1,automatic,nc,nc
2022-03-18T20:07:14.194Z,63.146,-151.3373,13.5,1.2,ml,,,,0.72,ak,ak0223jobx8b,2022-03-18T20:40:30.002Z,"48 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-18T20:05:30.480Z,38.762001,-122.7266693,1.77,1.02,md,17,105,0.001471,0.03,nc,nc73707371,2022-03-18T20:39:22.613Z,"3km ESE of The Geysers, CA",earthquake,0.28,0.36,0.12,5,automatic,nc,nc
2022-03-18T20:00:15.290Z,44.477,-110.4385,3.1,-0.07,md,6,104,0.0873,0.09,uu,uu60486282,2022-03-18T20:16:28.760Z,"56 km ESE of West Yellowstone, Montana",earthquake,0.4,31.61,0.202,3,reviewed,uu,uu
2022-03-18T19:56:26.610Z,38.8436661,-122.8396683,2.02,0.37,md,10,94,0.00603,0.02,nc,nc73707366,2022-03-18T20:26:49.547Z,"10km NW of The Geysers, CA",earthquake,0.27,0.72,,1,automatic,nc,nc
2022-03-18T19:53:55.342Z,17.0154,-99.7621,61.33,4.4,mb,,168,2.367,0.93,us,us6000h5v9,2022-03-19T18:38:11.585Z,"Guerrero, Mexico",earthquake,9.6,9.2,0.058,91,reviewed,us,us
2022-03-18T19:37:51.460Z,38.8224983,-122.854332,5.6,0.37,md,9,76,0.02073,0.03,nc,nc73707356,2022-03-18T20:03:37.435Z,"10km WNW of The Geysers, CA",earthquake,0.5,1.46,,1,automatic,nc,nc
2022-03-18T19:37:08.169Z,25.0045,-45.5719,10,5,mb,,58,17.852,0.7,us,us6000h5v8,2022-03-19T16:59:49.040Z,"northern Mid-Atlantic Ridge",earthquake,7.4,1.7,0.03,367,reviewed,us,us
2022-03-18T19:36:59.340Z,33.4591667,-116.4618333,12.08,0.52,ml,13,102,0.07082,0.13,ci,ci39971511,2022-03-18T19:48:06.539Z,"22km ESE of Anza, CA",earthquake,0.39,0.88,0.207,9,reviewed,ci,ci
2022-03-18T19:20:43.980Z,38.8361664,-122.8098297,2.02,0.85,md,7,120,0.01275,0,nc,nc73707351,2022-03-18T19:22:17.331Z,"8km WNW of Cobb, CA",earthquake,0.6,1.65,,1,automatic,nc,nc
2022-03-18T19:18:55.107Z,31.62395975,-104.0982621,-0.6553466797,1.7,ml,11,120,0.09685968807,0.2,tx,tx2022fkim,2022-03-21T13:09:13.582Z,"44 km NW of Toyah, Texas",earthquake,1.000414745,2.447356891,0.1,6,reviewed,tx,tx
2022-03-18T19:17:06.020Z,36.5006667,-120.9303333,12.67,1.6,md,24,78,0.0641,0.17,nc,nc73707346,2022-03-19T06:14:13.261Z,"19km E of Pinnacles, CA",earthquake,0.4,0.79,0.188,24,reviewed,nc,nc
2022-03-18T19:09:27.350Z,45.091,-111.714,-2,1.11,ml,10,128,0.271,0.25,mb,mb80541094,2022-03-21T16:22:28.650Z,"28 km S of Ennis, Montana",quarry blast,1.27,31.61,0.14,5,reviewed,mb,mb
2022-03-18T19:04:18.814Z,25.6771,123.999,167.39,5.9,mww,,30,1.501,0.84,us,us6000h5uk,2022-03-19T19:07:05.304Z,"148 km N of Ishigaki, Japan",earthquake,6.1,3.3,0.043,52,reviewed,us,us
2022-03-18T19:02:34.950Z,33.7133333,-116.749,16.38,0.98,ml,35,64,0.02912,0.12,ci,ci39971487,2022-03-18T19:32:51.007Z,"4km SW of Idyllwild, CA",earthquake,0.2,0.29,0.134,24,reviewed,ci,ci
2022-03-18T19:01:51.230Z,38.122,-122.178,-0.07,1.41,md,14,63,0.02272,0.11,nc,nc73707341,2022-03-18T20:46:23.653Z,"5km E of Vallejo, CA",quarry blast,0.29,31.61,0.35,16,reviewed,nc,nc
2022-03-18T18:59:09.300Z,38.8284988,-122.8101654,1.59,0.85,md,13,46,0.005097,0.01,nc,nc73707336,2022-03-18T19:16:40.198Z,"7km NW of The Geysers, CA",earthquake,0.29,0.93,,1,automatic,nc,nc
2022-03-18T18:49:26.920Z,34.178,-117.9305,-0.91,0.98,ml,13,134,0.04861,0.18,ci,ci39971463,2022-03-18T19:25:55.873Z,"5km NE of Bradbury, CA",quarry blast,0.56,31.61,0.123,6,reviewed,ci,ci
2022-03-18T18:46:10.840Z,17.9545,-66.876,14.39,2.84,md,21,205,,0.17,pr,pr71340748,2022-03-18T19:55:37.212Z,"2 km SSE of Maria Antonia, Puerto Rico",earthquake,0.37,0.39,0.0845681972305727,5,reviewed,pr,pr
2022-03-18T18:44:11.435Z,38.5239,-119.518,5.4,1.2,ml,13,123.87,0.062,0.0842,nn,nn00835606,2022-03-19T02:39:29.624Z,"3 km WNW of Walker, California",earthquake,,1.1,0.32,5,reviewed,nn,nn
2022-03-18T18:43:43.480Z,35.8616667,-117.685,9.23,0.51,ml,12,80,0.08379,0.1,ci,ci39971439,2022-03-18T19:28:46.507Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.65,0.095,4,reviewed,ci,ci
2022-03-18T18:34:08.680Z,47.57183333333333,-122.80133333333333,20.87,1.26,ml,15,82,0.01777,0.23,uw,uw61814422,2022-03-18T20:57:34.890Z,"7 km SSE of Seabeck, Washington",earthquake,0.64,0.85,0.11556086405432531,3,reviewed,uw,uw
2022-03-18T18:27:23.270Z,36.0066667,-120.5713333,2.45,0.83,md,20,102,0.02829,0.07,nc,nc73707331,2022-03-19T04:41:17.707Z,"17km NW of Parkfield, CA",earthquake,0.29,0.73,0.347,9,reviewed,nc,nc
2022-03-18T18:23:07.703Z,57.5681,-157.6231,34.7,2.2,ml,,,,0.96,ak,ak0223jn8gyx,2022-03-18T18:29:01.086Z,"2 km WNW of Pilot Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-18T18:21:54.602Z,-40.4094,175.7769,47.44,4.5,mb,,99,0.292,1.06,us,us6000h5u6,2022-03-18T21:14:31.038Z,"15 km ESE of Palmerston North, New Zealand",earthquake,6.5,13.7,0.221,6,reviewed,us,us
2022-03-18T18:19:04.090Z,61.0503333333333,-152.34,15.39,-0.42,ml,5,307,,0.06,av,av91051928,2022-03-19T02:18:54.010Z,"65 km W of Tyonek, Alaska",earthquake,0.69,0.96,0.142711226294927,5,reviewed,av,av
2022-03-18T18:17:45.520Z,38.7994995,-122.7528305,2.11,0.36,md,9,165,0.005493,0.02,nc,nc73707321,2022-03-18T18:42:19.022Z,"2km N of The Geysers, CA",earthquake,0.47,1.27,,1,automatic,nc,nc
2022-03-18T18:15:35.550Z,37.2606667,-121.6245,7.42,0.97,md,24,73,0.03883,0.08,nc,nc73707316,2022-03-19T00:45:14.167Z,"15km N of Morgan Hill, CA",earthquake,0.25,0.39,0.131,19,reviewed,nc,nc
2022-03-18T18:12:55.560Z,38.7965012,-122.7348328,2.5,0.7,md,9,101,0.01333,0.02,nc,nc73707311,2022-03-18T18:32:18.969Z,"3km NE of The Geysers, CA",earthquake,0.38,1.1,0.17,2,automatic,nc,nc
2022-03-18T18:08:45.030Z,46.892,-112.5155,11.04,0.92,ml,12,67,0.052,0.1,mb,mb80540914,2022-03-18T22:21:36.280Z,"14 km ESE of Lincoln, Montana",earthquake,0.46,0.43,0.018,4,reviewed,mb,mb
2022-03-18T18:01:01.640Z,33.0538333,-115.0086667,-0.18,1.48,ml,13,67,0.08535,0.28,ci,ci39971407,2022-03-18T19:33:18.657Z,"44km NE of Holtville, CA",quarry blast,0.68,31.61,0.135,10,reviewed,ci,ci
2022-03-18T17:59:57.370Z,44.2873333,-114.8995,5.01,1.78,ml,8,72,0.625,0.19,mb,mb80540849,2022-03-18T20:01:08.860Z,"8 km NNE of Stanley, Idaho",earthquake,0.57,2.28,0.166,9,reviewed,mb,mb
2022-03-18T17:44:42.910Z,35.5708333,-117.5295,6.24,0.06,ml,6,220,0.05704,0.09,ci,ci39971375,2022-03-18T18:27:48.703Z,"14km ESE of Ridgecrest, CA",earthquake,1.17,0.6,0.162,3,reviewed,ci,ci
2022-03-18T17:42:25.650Z,38.4321667,-122.4946667,8.26,1.24,md,25,97,0.06585,0.07,nc,nc73707306,2022-03-18T21:12:22.820Z,"5km ENE of Kenwood, CA",earthquake,0.2,0.38,0.283,17,reviewed,nc,nc
2022-03-18T17:33:13.620Z,35.6545,-117.5038333,2.48,1.48,ml,17,96,0.07586,0.1,ci,ci37403804,2022-03-18T18:18:33.613Z,"16km SW of Searles Valley, CA",earthquake,0.21,0.32,0.143,17,reviewed,ci,ci
2022-03-18T17:33:03.350Z,35.6511667,-117.5035,2.33,1.68,ml,35,80,0.07277,0.15,ci,ci39971359,2022-03-18T18:14:44.588Z,"16km SW of Searles Valley, CA",earthquake,0.18,0.39,0.113,23,reviewed,ci,ci
2022-03-18T17:31:59.710Z,33.5255,-116.5728333,9.62,0.19,ml,11,108,0.03894,0.07,ci,ci39971351,2022-03-18T18:04:30.522Z,"10km ESE of Anza, CA",earthquake,0.28,0.49,0.198,3,reviewed,ci,ci
2022-03-18T17:22:36.910Z,38.8100014,-122.8225021,2.31,0.5,md,20,61,0.005337,0.02,nc,nc73707296,2022-03-18T17:24:10.142Z,"7km WNW of The Geysers, CA",earthquake,0.24,0.44,0.36,2,automatic,nc,nc
2022-03-18T17:21:34.180Z,33.1678333,-116.105,10.62,1.28,ml,41,46,0.05413,0.21,ci,ci39971335,2022-03-18T18:01:14.497Z,"4km NE of Ocotillo Wells, CA",earthquake,0.23,0.5,0.189,22,reviewed,ci,ci
2022-03-18T17:20:15.410Z,38.7856674,-122.7369995,1.76,0.76,md,10,84,0.002436,0.01,nc,nc73707291,2022-03-18T17:21:50.175Z,"2km ENE of The Geysers, CA",earthquake,0.31,0.7,0.15,2,automatic,nc,nc
2022-03-18T17:18:41.600Z,38.7965012,-122.7581635,3.43,0.9,md,26,88,0.004292,0.03,nc,nc73707286,2022-03-18T17:57:39.768Z,"2km N of The Geysers, CA",earthquake,0.26,0.49,0.06,7,automatic,nc,nc
2022-03-18T17:09:20.070Z,36.979,-121.6351667,2.48,1,md,11,96,0.04868,0.08,nc,nc73707271,2022-03-19T03:49:02.681Z,"7km WSW of Gilroy, CA",earthquake,0.28,0.77,0.12,7,reviewed,nc,nc
2022-03-18T17:06:26.132Z,65.3154,-149.9626,14.8,1.2,ml,,,,0.29,ak,ak0223jmjfmm,2022-03-18T17:14:40.123Z,"23 km SSE of Rampart, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-18T16:54:46.460Z,18.008,-66.9951666666667,13,2.17,md,3,196,,0.04,pr,pr71340733,2022-03-18T17:06:11.870Z,"6 km NE of La Parguera, Puerto Rico",earthquake,2.8,1.44,0.0169883947710909,3,reviewed,pr,pr
2022-03-18T16:54:14.680Z,48.9935,-112.6981667,2.12,2.1,ml,8,203,0.625,0.2,mb,mb80540904,2022-03-18T21:35:46.930Z,"42 km NW of Santa Rita, Montana",earthquake,1.44,3.52,0.201,4,reviewed,mb,mb
2022-03-18T16:48:58.223Z,60.1817,-140.9074,3.9,1.7,ml,,,,0.73,ak,ak0223jm72ke,2022-03-18T16:51:15.766Z,"96 km NW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-18T16:43:11.450Z,44.543,-122.543,11.17,1.1400000000000001,ml,13,74,0.1406,0.31,uw,uw61814397,2022-03-18T21:05:01.880Z,"16 km ESE of Lacomb, Oregon",earthquake,0.49,2.65,0.21304381359601077,7,reviewed,uw,uw
2022-03-18T16:33:17.390Z,36.4805,-120.9125,14.95,1.77,md,43,78,0.05948,0.21,nc,nc73707261,2022-03-19T06:36:12.388Z,"21km ESE of Pinnacles, CA",earthquake,0.4,0.58,0.226,32,reviewed,nc,nc
2022-03-18T16:21:55.120Z,44.54266666666667,-122.547,12.06,2.61,ml,32,41,0.1377,0.3,uw,uw61814392,2022-03-19T04:14:42.042Z,"16 km ESE of Lacomb, Oregon",earthquake,0.33,1.59,0.1464720755339881,21,reviewed,uw,uw
2022-03-18T16:20:22.340Z,38.8016663,-122.7713318,1.25,0.85,md,9,94,0.009139,0.01,nc,nc73707251,2022-03-18T17:11:35.496Z,"3km NNW of The Geysers, CA",earthquake,0.33,0.61,,1,automatic,nc,nc
2022-03-18T16:20:17.598Z,10.292,-86.2138,10,4.5,mb,,86,1.119,0.91,us,us6000h5sc,2022-03-21T05:37:22.066Z,"66 km WSW of Sardinal, Costa Rica",earthquake,5.8,1.9,0.062,76,reviewed,us,us
2022-03-18T16:19:23.730Z,36.4866667,-120.9485,9.73,1.38,md,18,113,0.08225,0.15,nc,nc73707256,2022-03-19T00:09:14.915Z,"18km ESE of Pinnacles, CA",earthquake,0.45,1.22,0.217,20,reviewed,nc,nc
2022-03-18T16:16:57.533Z,38.1563,-117.9491,9.6,0.9,ml,12,143.03,0.019,0.0881,nn,nn00835602,2022-03-19T02:39:27.877Z,"29 km SSE of Mina, Nevada",earthquake,,1.4,0.57,5,reviewed,nn,nn
2022-03-18T16:12:56.240Z,38.8018341,-122.7711639,1.39,0.46,md,9,117,0.009029,0.02,nc,nc73707246,2022-03-18T16:45:29.352Z,"3km NNW of The Geysers, CA",earthquake,0.36,0.65,0.4,2,automatic,nc,nc
2022-03-18T16:08:38.460Z,45.32183333333333,-121.69633333333333,3.24,0.07,md,6,156,0.03203,0.07,uw,uw61814387,2022-03-18T17:42:01.410Z,"4 km ENE of Government Camp, Oregon",earthquake,0.52,0.97,0.19357802775795474,6,reviewed,uw,uw
2022-03-18T16:00:39.359Z,31.61844253,-104.0987683,6.388647461,1.9,ml,14,80,0.09197371825,0.1,tx,tx2022fkby,2022-03-21T08:10:17.524Z,"44 km NW of Toyah, Texas",earthquake,0.822775084,1.226093403,0.2,7,reviewed,tx,tx
2022-03-18T15:57:49.047Z,37.7742,141.7912,60.41,5.2,mb,,108,3.063,0.93,us,us6000h5qm,2022-03-18T22:56:29.277Z,"76 km ENE of Namie, Japan",earthquake,8,7,0.056,106,reviewed,us,us
2022-03-18T15:54:08.593Z,62.1145,-151.0833,80.7,1.6,ml,,,,0.49,ak,ak0223jlmtfv,2022-03-18T16:05:51.610Z,"21 km NE of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-18T15:47:38.290Z,38.5868333,-112.5435,1.59,0.73,md,8,170,0.07878,0.08,uu,uu60486267,2022-03-18T16:08:14.630Z,"25 km SSW of Kanosh, Utah",earthquake,1.05,7.45,0.295,4,reviewed,uu,uu
2022-03-18T15:45:50.930Z,35.6698333,-117.515,2.12,1.67,ml,31,91,0.09362,0.11,ci,ci39971215,2022-03-18T18:10:22.920Z,"15km SW of Searles Valley, CA",earthquake,0.12,0.25,0.112,24,reviewed,ci,ci
2022-03-18T15:38:35.860Z,35.8643333,-117.6803333,7.58,0.67,ml,13,84,0.08295,0.13,ci,ci39971199,2022-03-18T17:47:29.666Z,"22km ESE of Little Lake, CA",earthquake,0.31,0.6,0.153,5,reviewed,ci,ci
2022-03-18T15:36:53.112Z,65.4255,-153.2281,2,1.5,ml,,,,0.81,ak,ak0223jlj23j,2022-03-18T15:51:14.003Z,"60 km WNW of Tanana, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-18T15:31:28.569Z,38.5316,-119.5292,4,1.4,ml,12,74.79,0.055,0.1232,nn,nn00835600,2022-03-19T02:39:25.784Z,"4 km SSW of Coleville, California",earthquake,,1.3,0.26,5,reviewed,nn,nn
2022-03-18T15:24:45.840Z,33.5923333,-116.8045,7.79,0.44,ml,16,93,0.03375,0.08,ci,ci39971191,2022-03-18T17:55:17.262Z,"13km WNW of Anza, CA",earthquake,0.22,0.51,0.198,6,reviewed,ci,ci
2022-03-18T15:16:25.790Z,36.483,-120.9055,17.94,3.28,ml,89,50,0.05348,0.19,nc,nc73707241,2022-03-18T23:46:33.114Z,"22km ESE of Pinnacles, CA",earthquake,0.27,0.32,0.14,77,reviewed,nc,nc
2022-03-18T15:08:55.280Z,45.325833333333335,-121.6875,5.01,1.6500000000000001,ml,12,120,0.01891,0.13,uw,uw61814382,2022-03-18T16:43:20.630Z,"5 km ENE of Government Camp, Oregon",earthquake,0.33,0.3,0.20544978349574494,7,reviewed,uw,uw
2022-03-18T15:07:45.609Z,38.1746,-117.8207,8.6,1.4,ml,15,113.26,0.115,0.1372,nn,nn00835599,2022-03-19T02:39:24.197Z,"34 km SE of Mina, Nevada",earthquake,,2.8,0.43,6,reviewed,nn,nn
2022-03-18T15:04:03.664Z,-8.134,106.7765,39.9,4.8,mb,,78,1.092,0.96,us,us6000h5q7,2022-03-18T18:08:30.058Z,"126 km SW of Banjar, Indonesia",earthquake,5.3,7.2,0.077,52,reviewed,us,us
2022-03-18T15:03:54.980Z,33.678,-116.7373333,13.86,0.37,ml,17,116,0.03831,0.09,ci,ci39971167,2022-03-18T17:51:54.865Z,"7km SSW of Idyllwild, CA",earthquake,0.39,0.42,0.163,6,reviewed,ci,ci
2022-03-18T15:00:08.630Z,35.6881667,-117.4906667,7.09,0.84,ml,19,107,0.1041,0.09,ci,ci39971159,2022-03-18T17:49:35.585Z,"12km SW of Searles Valley, CA",earthquake,0.2,0.48,0.1,8,reviewed,ci,ci
2022-03-18T14:57:38.760Z,47.765,-120.00983333333333,1.69,1.05,ml,10,64,0.04553,0.07,uw,uw61814377,2022-03-18T18:04:53.160Z,"4 km SSW of Chelan Falls, Washington",earthquake,0.24,0.87,0.11307595302598383,5,reviewed,uw,uw
2022-03-18T14:53:49.914Z,63.9127,-147.6132,23.3,1.1,ml,,,,0.7,ak,ak0223jl19ae,2022-03-18T14:58:23.785Z,"66 km E of Healy, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-18T14:46:09.871Z,-4.6656,101.735,35,4.4,mb,,121,1.254,0.75,us,us6000h5q4,2022-03-19T04:57:52.040Z,"112 km SSW of Bengkulu, Indonesia",earthquake,7.9,2,0.114,22,reviewed,us,us
2022-03-18T14:43:38.420Z,45.328,-121.68483333333333,5.12,1.01,ml,8,141,0.01959,0.09,uw,uw61814367,2022-03-18T16:33:37.760Z,"6 km ENE of Government Camp, Oregon",earthquake,0.41,0.9,0.1818853170182272,5,reviewed,uw,uw
2022-03-18T14:41:51.664Z,44.2565,-115.0661,12.59,2.3,ml,,68,0.748,0.78,us,us6000h5pz,2022-03-19T05:14:05.040Z,"11 km WNW of Stanley, Idaho",earthquake,2.4,9.2,0.064,32,reviewed,us,us
2022-03-18T14:40:30.180Z,38.8251648,-122.802002,2.49,0.71,md,11,77,0.006548,0.01,nc,nc73707231,2022-03-18T15:24:17.861Z,"7km NW of The Geysers, CA",earthquake,0.38,1.03,0.14,2,automatic,nc,nc
2022-03-18T14:39:47.160Z,44.2441667,-115.0515,8.08,1.92,ml,11,85,0.74,0.41,mb,mb80540829,2022-03-18T17:57:17.850Z,"9 km WNW of Stanley, Idaho",earthquake,1,2.36,0.089,7,reviewed,mb,mb
2022-03-18T14:37:31.635Z,59.9408,-152.7302,87.5,1.8,ml,,,,0.66,ak,ak0223jkxsfh,2022-03-18T14:57:54.955Z,"53 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-18T14:36:54.940Z,45.324666666666666,-121.68383333333334,5.53,0.56,ml,7,151,0.02173,0.08,uw,uw61814357,2022-03-18T17:55:49.980Z,"6 km ENE of Government Camp, Oregon",earthquake,0.41,0.54,0.08984482831326368,3,reviewed,uw,uw
2022-03-18T14:32:04.570Z,45.328833333333336,-121.68183333333333,5.25,0.36,ml,8,138,0.02127,0.09,uw,uw61814347,2022-03-18T17:50:28.630Z,"6 km ENE of Government Camp, Oregon",earthquake,0.39,0.51,0.1155036030867958,3,reviewed,uw,uw
2022-03-18T14:30:45.540Z,45.9293333,-111.4755,-2,0.22,ml,4,159,0.288,0.22,mb,mb80540924,2022-03-18T22:35:40.030Z,"6 km NW of Logan, Montana",quarry blast,1.05,31.61,,0,reviewed,mb,mb
2022-03-18T14:27:45.733Z,-19.4271,-67.6291,238.03,4.6,mb,,67,1.495,0.51,us,us6000h5pw,2022-03-19T05:56:36.040Z,"107 km WSW of Challapata, Bolivia",earthquake,7.8,8.7,0.119,21,reviewed,us,us
2022-03-18T14:26:38.750Z,35.6731667,-117.5273333,9.72,0.76,ml,13,152,0.1015,0.13,ci,ci39971143,2022-03-18T17:46:00.536Z,"15km ENE of Ridgecrest, CA",earthquake,0.32,0.87,0.039,2,reviewed,ci,ci
2022-03-18T14:26:07.340Z,38.8343315,-122.8178329,1.49,0.85,md,16,60,0.01249,0.01,nc,nc73707226,2022-03-18T14:57:22.698Z,"8km NW of The Geysers, CA",earthquake,0.22,0.53,,1,automatic,nc,nc
2022-03-18T14:25:19.806Z,40.1528,141.9451,35,5.3,mww,,161,0.925,0.88,us,us6000h5px,2022-03-19T04:55:42.448Z,"54 km SE of Hachinohe, Japan",earthquake,6.4,1.8,0.093,11,reviewed,us,us
2022-03-18T14:25:08.153Z,58.4762,-153.3802,78.4,1.8,ml,,,,0.21,ak,ak0223jkv605,2022-03-18T14:38:09.666Z,"53 km NNW of Aleneva, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-03-18T14:05:54.250Z,45.3245,-121.69033333333333,4.92,1.6600000000000001,ml,10,137,0.01804,0.17,uw,uw61814337,2022-03-18T15:13:17.450Z,"5 km ENE of Government Camp, Oregon",earthquake,0.5,0.44,0.2603953067124819,6,reviewed,uw,uw
2022-03-18T13:58:09.859Z,62.3533,-149.1172,9.5,1.4,ml,,,,0.32,ak,ak0223jkgt6j,2022-03-18T14:01:18.248Z,"43 km ENE of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-18T13:44:59.510Z,36.5688333,-121.0966667,10.73,0.97,md,16,127,0.04696,0.09,nc,nc73707216,2022-03-18T19:07:17.978Z,"6km NE of Pinnacles, CA",earthquake,0.32,0.43,0.195,14,reviewed,nc,nc
2022-03-18T13:35:46.680Z,45.32833333333333,-121.69116666666666,4.9,1.41,ml,10,135,0.01542,0.13,uw,uw61814332,2022-03-18T15:26:14.510Z,"5 km ENE of Government Camp, Oregon",earthquake,0.41,0.49,0.25112871403822046,6,reviewed,uw,uw
2022-03-18T13:34:39.230Z,39.4166667,-110.2856667,-3.41,1.88,md,5,204,0.03143,0.18,uu,uu60486262,2022-03-18T16:01:01.140Z,"17 km SSE of Sunnyside, Utah",earthquake,2.69,5.47,0.264,5,reviewed,uu,uu
2022-03-18T13:32:59.400Z,38.7901649,-122.7624969,2.06,0.25,md,15,64,0.01067,0.02,nc,nc73707211,2022-03-18T14:21:16.476Z,"2km NNW of The Geysers, CA",earthquake,0.27,0.6,0.15,4,automatic,nc,nc
2022-03-18T13:29:59.560Z,64.4709,-146.8239,5.1,1.8,ml,,,,0.5,ak,ak0223jkap8z,2022-03-18T13:35:38.933Z,"7 km SSE of Salcha, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-18T13:23:04.221Z,65.3126,-149.9977,7.3,2.3,ml,,,,0.94,ak,ak0223jk9aog,2022-03-18T13:35:38.162Z,"22 km SSE of Rampart, Alaska",earthquake,,0.3,,,automatic,ak,ak
